prefix,resource,entry-number,organisation,reference,entity,start-date,end-date,entry-date,endpoint
brownfield-site,,,local-authority-eng:BNE,B/05318/14,1802324,,,,
brownfield-site,,,local-authority-eng:HRW,P/0291/16,1802325,,,,
brownfield-site,,,local-authority-eng:EAL,ACT2,1802326,,,,
brownfield-site,,,local-authority-eng:LBH,BLR031,1802327,,,,
brownfield-site,,,local-authority-eng:HRY,17140219,1802328,,,,
brownfield-site,,,local-authority-eng:EAL,EAL16,1802329,,,,
brownfield-site,,,local-authority-eng:WSM,17330205,1802330,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0068,1802331,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF012,1802332,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD21,1802333,,,,
brownfield-site,,,local-authority-eng:MRT,17240318,1802334,,,,
brownfield-site,,,local-authority-eng:NWM,HSG20,1802335,,,,
brownfield-site,,,local-authority-eng:WSM,17330067,1802336,,,,
brownfield-site,,,local-authority-eng:BNE,H/00146/12,1802337,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2013/2019,1802338,,,,
brownfield-site,,,local-authority-eng:HRY,17140108,1802339,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0080,1802340,,,,
brownfield-site,,,local-authority-eng:HRY,17140225,1802341,,,,
brownfield-site,,,local-authority-eng:ISL,P052245,1802342,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0060,1802343,,,,
brownfield-site,,,local-authority-eng:HIL,SA23,1802344,,,,
brownfield-site,,,local-authority-eng:HRY,17140077,1802345,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2017/0821,1802346,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/1,1802347,,,,
brownfield-site,,,local-authority-eng:HRW,P/2336/11,1802348,,,,
brownfield-site,,,local-authority-eng:HIL,SA5(b),1802349,,,,
brownfield-site,,,local-authority-eng:SWK,NSP12,1802350,,,,
brownfield-site,,,local-authority-eng:HIL,SA4,1802351,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/26,1802352,,,,
brownfield-site,,,local-authority-eng:BNE,14/07964/RMA,1802353,,,,
brownfield-site,,,local-authority-eng:LBH,BLR017,1802354,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0028,1802355,,,,
brownfield-site,,,local-authority-eng:HIL,1197/APP/2015/4164,1802356,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-55,1802357,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF009,1802358,,,,
brownfield-site,,,local-authority-eng:HRW,P/3075/12,1802359,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0044,1802360,,,,
brownfield-site,,,local-authority-eng:EAL,EAL13,1802361,,,,
brownfield-site,,,local-authority-eng:BEN,BR00049,1802362,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations H10,1802363,,,,
brownfield-site,,,local-authority-eng:BEN,BR00027,1802364,,,,
brownfield-site,,,local-authority-eng:BEN,BR00101,1802365,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF002,1802366,,,,
brownfield-site,,,local-authority-eng:HRY,17140296,1802367,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0152,1802368,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310176,1802369,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-60,1802370,,,,
brownfield-site,,,local-authority-eng:ISL,ARCH3,1802371,,,,
brownfield-site,,,local-authority-eng:HRY,17140364,1802372,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0145,1802373,,,,
brownfield-site,,,local-authority-eng:KEC,17200001,1802374,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0056,1802375,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0166,1802376,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/39,1802377,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR006,1802378,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0035,1802379,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR004,1802380,,,,
brownfield-site,,,local-authority-eng:WSM,15/10072/FULL,1802381,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/0709/FUL,1802382,,,,
brownfield-site,,,local-authority-eng:LEW,FH005,1802383,,,,
brownfield-site,,,local-authority-eng:HRY,17140221,1802384,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_26,1802385,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0093,1802386,,,,
brownfield-site,,,local-authority-eng:LBH,BLR001,1802387,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD08,1802388,,,,
brownfield-site,,,local-authority-eng:BNE,F/04857/14,1802389,,,,
brownfield-site,,,local-authority-eng:BEN,BR00052,1802390,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0055,1802391,,,,
brownfield-site,,,local-authority-eng:EAL,EAL2,1802392,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP14,1802393,,,,
brownfield-site,,,local-authority-eng:BEN,BR00054,1802394,,,,
brownfield-site,,,local-authority-eng:BNE,15/03139/FUL,1802395,,,,
brownfield-site,,,local-authority-eng:HIL,SA35,1802396,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/17,1802397,,,,
brownfield-site,,,local-authority-eng:BNE,F/01932/11,1802398,,,,
brownfield-site,,,local-authority-eng:WSM,17330269,1802399,,,,
brownfield-site,,,local-authority-eng:WFT,2011/0984/OUT,1802400,,,,
brownfield-site,,,local-authority-eng:WSM,14/01295/COFUL,1802401,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-90,1802402,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0027,1802403,,,,
brownfield-site,,,local-authority-eng:HRW,P/4602/15,1802404,,,,
brownfield-site,,,local-authority-eng:BNE,16/7101/FUL,1802405,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0163,1802406,,,,
brownfield-site,,,local-authority-eng:HIL,SA22,1802407,,,,
brownfield-site,,,local-authority-eng:BEN,BR00041,1802408,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-1062,1802409,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0029,1802410,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0019,1802411,,,,
brownfield-site,,,local-authority-eng:WSM,17330210,1802412,,,,
brownfield-site,,,local-authority-eng:BNE,16/7836/S73,1802413,,,,
brownfield-site,,,local-authority-eng:BNE,15/03138/FUL,1802414,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0070,1802415,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/0609/FUL,1802416,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD43,1802417,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0081,1802418,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0095,1802419,,,,
brownfield-site,,,local-authority-eng:SWK,13-AP-0876,1802420,,,,
brownfield-site,,,local-authority-eng:LEW,LG005,1802421,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0160,1802422,,,,
brownfield-site,,,local-authority-eng:HIL,SA5(c),1802423,,,,
brownfield-site,,,local-authority-eng:LBH,BLR029,1802424,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR083,1802425,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD60,1802426,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0001,1802427,,,,
brownfield-site,,,local-authority-eng:BEN,BR00057,1802428,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0066,1802429,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0036,1802430,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR008,1802431,,,,
brownfield-site,,,local-authority-eng:HIL,SA14(a),1802432,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/1089/FUL,1802433,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0024,1802434,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/5216/FUL,1802435,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR028,1802436,,,,
brownfield-site,,,local-authority-eng:LBH,BLR035,1802437,,,,
brownfield-site,,,local-authority-eng:HRY,17140160,1802438,,,,
brownfield-site,,,local-authority-eng:HRY,17140338,1802439,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0042,1802440,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0030,1802441,,,,
brownfield-site,,,local-authority-eng:HRY,17140043,1802442,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0156,1802443,,,,
brownfield-site,,,local-authority-eng:LEW,SD001,1802444,,,,
brownfield-site,,,local-authority-eng:BNE,H/06101/13,1802445,,,,
brownfield-site,,,local-authority-eng:BEN,BR00040,1802446,,,,
brownfield-site,,,local-authority-eng:HRW,P/0832/11,1802447,,,,
brownfield-site,,,local-authority-eng:MRT,14/P4287,1802448,,,,
brownfield-site,,,local-authority-eng:BEN,BR00061,1802449,,,,
brownfield-site,,,local-authority-eng:HIL,38058/APP/2013/1756,1802450,,,,
brownfield-site,,,local-authority-eng:HRY,17140360,1802451,,,,
brownfield-site,,,local-authority-eng:BNE,B/03068/11,1802452,,,,
brownfield-site,,,local-authority-eng:BRY,BLR50,1802453,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/1423/FUL,1802454,,,,
brownfield-site,,,local-authority-eng:LBH,BLR030,1802455,,,,
brownfield-site,,,local-authority-eng:HRY,17140193,1802456,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0029,1802457,,,,
brownfield-site,,,local-authority-eng:HRY,17140198,1802458,,,,
brownfield-site,,,local-authority-eng:BNE,H/05828/14,1802459,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2013/2379,1802460,,,,
brownfield-site,,,local-authority-eng:EAL,OIS8c,1802461,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0127,1802462,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0002,1802463,,,,
brownfield-site,,,local-authority-eng:BNE,B/04834/14,1802464,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0012,1802465,,,,
brownfield-site,,,local-authority-eng:BNE,17/2564/RMA,1802466,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_19,1802467,,,,
brownfield-site,,,local-authority-eng:BEN,BR00013,1802468,,,,
brownfield-site,,,local-authority-eng:BEN,BR00047,1802469,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0151,1802470,,,,
brownfield-site,,,local-authority-eng:BNE,H/00233/13,1802471,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0039,1802472,,,,
brownfield-site,,,local-authority-eng:LEW,LC016,1802473,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_15,1802474,,,,
brownfield-site,,,local-authority-eng:BEN,BR00053,1802475,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0057,1802476,,,,
brownfield-site,,,local-authority-eng:LBH,BLR028,1802477,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-77,1802478,,,,
brownfield-site,,,local-authority-eng:BRY,BLR11,1802479,,,,
brownfield-site,,,local-authority-eng:EAL,SOU3b,1802480,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/3363/FUL,1802481,,,,
brownfield-site,,,local-authority-eng:EAL,SOU10,1802482,,,,
brownfield-site,,,development-corporation:Q6670544,LLDC1,1802483,,,,
brownfield-site,,,local-authority-eng:BRY,BLR8,1802484,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-03,1802485,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310271,1802486,,,,
brownfield-site,,,local-authority-eng:BNE,15/06417/OUT,1802487,,,,
brownfield-site,,,local-authority-eng:KEC,17200137,1802488,,,,
brownfield-site,,,local-authority-eng:BEN,BR00064,1802489,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-48,1802490,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-31,1802491,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD03,1802492,,,,
brownfield-site,,,local-authority-eng:ISL,P102754,1802493,,,,
brownfield-site,,,local-authority-eng:HIL,SA27,1802494,,,,
brownfield-site,,,local-authority-eng:BNE,15/03137/FUL,1802495,,,,
brownfield-site,,,local-authority-eng:LBH,BLR027,1802496,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_01,1802497,,,,
brownfield-site,,,local-authority-eng:BNE,B/02349/14,1802498,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD34,1802499,,,,
brownfield-site,,,local-authority-eng:ISL,TRAJ4,1802500,,,,
brownfield-site,,,local-authority-eng:BEN,BR00063,1802501,,,,
brownfield-site,,,local-authority-eng:HRY,17140104,1802502,,,,
brownfield-site,,,development-corporation:Q6670544,LLDC2,1802503,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD63,1802504,,,,
brownfield-site,,,local-authority-eng:BNE,14/07210/FUL,1802505,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0128,1802506,,,,
brownfield-site,,,local-authority-eng:HIL,SA14(b),1802507,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/24,1802508,,,,
brownfield-site,,,local-authority-eng:SWK,12-AP-4126,1802509,,,,
brownfield-site,,,local-authority-eng:LEW,NX009,1802510,,,,
brownfield-site,,,local-authority-eng:EAL,EAL4a,1802511,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-08,1802512,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_11,1802513,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD44,1802514,,,,
brownfield-site,,,local-authority-eng:BNE,F/04474/14,1802515,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/4,1802516,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0037,1802517,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2014/1691,1802518,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_05,1802519,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_04,1802520,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0034,1802521,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD02,1802522,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0072,1802523,,,,
brownfield-site,,,local-authority-eng:ISL,TRAJ1,1802524,,,,
brownfield-site,,,local-authority-eng:HRW,P/3524/16,1802525,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_13,1802526,,,,
brownfield-site,,,local-authority-eng:BNE,H/00308/11,1802527,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD10,1802528,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0054,1802529,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-76,1802530,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-28,1802531,,,,
brownfield-site,,,local-authority-eng:LBH,BLR026,1802532,,,,
brownfield-site,,,local-authority-eng:BRY,BLR7,1802533,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0033,1802534,,,,
brownfield-site,,,local-authority-eng:HRY,17140017,1802535,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_02,1802536,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/35,1802537,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3843,1802538,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2009/0503,1802539,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_08,1802540,,,,
brownfield-site,,,local-authority-eng:LEW,EV002,1802541,,,,
brownfield-site,,,local-authority-eng:HRW,AAP Site 9,1802542,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-14,1802543,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-26,1802544,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2006/1177,1802545,,,,
brownfield-site,,,local-authority-eng:HRY,17140151,1802546,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-05,1802547,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP17,1802548,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-27,1802549,,,,
brownfield-site,,,local-authority-eng:EAL,SOU6c,1802550,,,,
brownfield-site,,,local-authority-eng:HRY,17140073,1802551,,,,
brownfield-site,,,local-authority-eng:EAL,SOU4,1802552,,,,
brownfield-site,,,local-authority-eng:HIL,SA37,1802553,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF003,1802554,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310275,1802555,,,,
brownfield-site,,,local-authority-eng:HIL,59872/APP/2012/1838,1802556,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0037,1802557,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_10,1802558,,,,
brownfield-site,,,local-authority-eng:MRT,17240314,1802559,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR001,1802560,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0159,1802561,,,,
brownfield-site,,,local-authority-eng:BNE,H/03551/14,1802562,,,,
brownfield-site,,,local-authority-eng:KEC,17200033,1802563,,,,
brownfield-site,,,local-authority-eng:HIL,SA5(a),1802564,,,,
brownfield-site,,,local-authority-eng:LEW,LC001,1802565,,,,
brownfield-site,,,local-authority-eng:HRY,17140075,1802566,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/33,1802567,,,,
brownfield-site,,,local-authority-eng:BRY,BLR6,1802568,,,,
brownfield-site,,,local-authority-eng:HRW,P/4071/14,1802569,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_06,1802570,,,,
brownfield-site,,,local-authority-eng:HRW,AAP Site 7,1802571,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0050,1802572,,,,
brownfield-site,,,local-authority-eng:LEW,BK001,1802573,,,,
brownfield-site,,,local-authority-eng:LEW,WF001,1802574,,,,
brownfield-site,,,local-authority-eng:HRY,17140201,1802575,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_12,1802576,,,,
brownfield-site,,,local-authority-eng:EAL,SOU8a,1802577,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_09,1802578,,,,
brownfield-site,,,local-authority-eng:BNE,B/04309/14,1802579,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD06,1802580,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_16,1802581,,,,
brownfield-site,,,local-authority-eng:BNE,15/01546/RMA,1802582,,,,
brownfield-site,,,local-authority-eng:BNE,W00198AA/04,1802583,,,,
brownfield-site,,,local-authority-eng:LBH,BLR025,1802584,,,,
brownfield-site,,,local-authority-eng:EAL,ACT6,1802585,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-04,1802586,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-11,1802587,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/19,1802588,,,,
brownfield-site,,,local-authority-eng:HRW,P/2982/15,1802589,,,,
brownfield-site,,,local-authority-eng:HIL,SA29,1802590,,,,
brownfield-site,,,local-authority-eng:BEN,BR00092,1802591,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2015/3000,1802592,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_07,1802593,,,,
brownfield-site,,,local-authority-eng:HIL,38402/APP/2007/1072,1802594,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0074,1802595,,,,
brownfield-site,,,local-authority-eng:BNE,W/13937/04,1802596,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0040,1802597,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_03,1802598,,,,
brownfield-site,,,local-authority-eng:BEN,BR00099,1802599,,,,
brownfield-site,,,local-authority-eng:EAL,OIS7a,1802600,,,,
brownfield-site,,,local-authority-eng:EAL,P/2012/0708,1802601,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0027,1802602,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR002,1802603,,,,
brownfield-site,,,local-authority-eng:BNE,B/00354/13,1802604,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0032,1802605,,,,
brownfield-site,,,local-authority-eng:LEW,NX001,1802606,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0014,1802607,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD07,1802608,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0155,1802609,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0036,1802610,,,,
brownfield-site,,,local-authority-eng:HRW,P/2165/15,1802611,,,,
brownfield-site,,,local-authority-eng:KEC,17200047,1802612,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/15,1802613,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0031,1802614,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0002,1802615,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3844,1802616,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0038,1802617,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD49,1802618,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD42,1802619,,,,
brownfield-site,,,local-authority-eng:BNE,H/04753/14,1802620,,,,
brownfield-site,,,local-authority-eng:LEW,EV001,1802621,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0023,1802622,,,,
brownfield-site,,,local-authority-eng:HRW,P/3191/12,1802623,,,,
brownfield-site,,,local-authority-eng:HRY,17140349,1802624,,,,
brownfield-site,,,local-authority-eng:EAL,SOU5b,1802625,,,,
brownfield-site,,,local-authority-eng:BNE,H/04017/09,1802626,,,,
brownfield-site,,,local-authority-eng:BNE,C/17559/08,1802627,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0015,1802628,,,,
brownfield-site,,,local-authority-eng:BNE,W01731JS/04,1802629,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-44,1802630,,,,
brownfield-site,,,local-authority-eng:HIL,585/APP/2009/2752,1802631,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD38,1802632,,,,
brownfield-site,,,local-authority-eng:CON,BR226,1802633,,,,
brownfield-site,,,local-authority-eng:CON,BR229,1802634,,,,
brownfield-site,,,local-authority-eng:CON,BR244,1802635,,,,
brownfield-site,,,local-authority-eng:CON,BR247,1802636,,,,
brownfield-site,,,local-authority-eng:CON,BR245,1802637,,,,
brownfield-site,,,local-authority-eng:CON,BR233,1802638,,,,
brownfield-site,,,local-authority-eng:CON,BR222,1802639,,,,
brownfield-site,,,local-authority-eng:CON,BR221,1802640,,,,
brownfield-site,,,local-authority-eng:CON,BR249,1802641,,,,
brownfield-site,,,local-authority-eng:CON,BR227,1802642,,,,
brownfield-site,,,local-authority-eng:CON,BR225,1802643,,,,
brownfield-site,,,local-authority-eng:CON,BR223,1802644,,,,
brownfield-site,,,local-authority-eng:CON,BR219,1802645,,,,
brownfield-site,,,local-authority-eng:CON,BR235,1802646,,,,
brownfield-site,,,local-authority-eng:CON,BR238,1802647,,,,
brownfield-site,,,local-authority-eng:CON,BR218,1802648,,,,
brownfield-site,,,local-authority-eng:CON,BR242,1802649,,,,
brownfield-site,,,local-authority-eng:CON,BR239,1802650,,,,
brownfield-site,,,local-authority-eng:CON,BR224,1802651,,,,
brownfield-site,,,local-authority-eng:CON,BR236,1802652,,,,
brownfield-site,,,local-authority-eng:CON,BR243,1802653,,,,
brownfield-site,,,local-authority-eng:CON,BR230,1802654,,,,
brownfield-site,,,local-authority-eng:CON,BR228,1802655,,,,
brownfield-site,,,local-authority-eng:CON,BR240,1802656,,,,
brownfield-site,,,local-authority-eng:CON,BR251,1802657,,,,
brownfield-site,,,local-authority-eng:CON,BR250,1802658,,,,
brownfield-site,,,local-authority-eng:CON,BR220,1802659,,,,
brownfield-site,,,local-authority-eng:CON,BR246,1802660,,,,
brownfield-site,,,local-authority-eng:CON,BR248,1802661,,,,
brownfield-site,,,local-authority-eng:CON,BR234,1802662,,,,
brownfield-site,,,local-authority-eng:CON,BR237,1802663,,,,
brownfield-site,,,local-authority-eng:CON,BR241,1802664,,,,
brownfield-site,,,local-authority-eng:CON,BR232,1802665,,,,
brownfield-site,,,local-authority-eng:CON,BR231,1802666,,,,
brownfield-site,,,local-authority:DNC,0,1802667,,,,
brownfield-site,,,local-authority:DNC,1,1802668,,,,
brownfield-site,,,local-authority:DNC,2,1802669,,,,
brownfield-site,,,local-authority:DNC,3,1802670,,,,
brownfield-site,,,local-authority:DNC,4,1802671,,,,
brownfield-site,,,local-authority:DNC,5,1802672,,,,
brownfield-site,,,local-authority:DNC,6,1802673,,,,
brownfield-site,,,local-authority:DNC,7,1802674,,,,
brownfield-site,,,local-authority:DNC,8,1802675,,,,
brownfield-site,,,local-authority:DNC,9,1802676,,,,
brownfield-site,,,local-authority:DNC,10,1802677,,,,
brownfield-site,,,local-authority:DNC,11,1802678,,,,
brownfield-site,,,local-authority:DNC,12,1802679,,,,
brownfield-site,,,local-authority:DNC,13,1802680,,,,
brownfield-site,,,local-authority:DNC,14,1802681,,,,
brownfield-site,,,local-authority:DNC,15,1802682,,,,
brownfield-site,,,local-authority:DNC,16,1802683,,,,
brownfield-site,,,local-authority:DNC,17,1802684,,,,
brownfield-site,,,local-authority:DNC,18,1802685,,,,
brownfield-site,,,local-authority:DNC,19,1802686,,,,
brownfield-site,,,local-authority:DNC,20,1802687,,,,
brownfield-site,,,local-authority:DNC,21,1802688,,,,
brownfield-site,,,local-authority:DNC,22,1802689,,,,
brownfield-site,,,local-authority:DNC,23,1802690,,,,
brownfield-site,,,local-authority:DNC,24,1802691,,,,
brownfield-site,,,local-authority:DNC,25,1802692,,,,
brownfield-site,,,local-authority:DNC,26,1802693,,,,
brownfield-site,,,local-authority:DNC,27,1802694,,,,
brownfield-site,,,local-authority:DNC,28,1802695,,,,
brownfield-site,,,local-authority:DNC,29,1802696,,,,
brownfield-site,,,local-authority:DNC,30,1802697,,,,
brownfield-site,,,local-authority:DNC,31,1802698,,,,
brownfield-site,,,local-authority:DNC,32,1802699,,,,
brownfield-site,,,local-authority:DNC,33,1802700,,,,
brownfield-site,,,local-authority:DNC,34,1802701,,,,
brownfield-site,,,local-authority:DNC,35,1802702,,,,
brownfield-site,,,local-authority:DNC,36,1802703,,,,
brownfield-site,,,local-authority:DNC,37,1802704,,,,
brownfield-site,,,local-authority:DNC,38,1802705,,,,
brownfield-site,,,local-authority:DNC,39,1802706,,,,
brownfield-site,,,local-authority:DNC,40,1802707,,,,
brownfield-site,,,local-authority:DNC,41,1802708,,,,
brownfield-site,,,local-authority:DNC,42,1802709,,,,
brownfield-site,,,local-authority:DNC,43,1802710,,,,
brownfield-site,,,local-authority:DNC,44,1802711,,,,
brownfield-site,,,local-authority:DNC,45,1802712,,,,
brownfield-site,,,local-authority:DNC,46,1802713,,,,
brownfield-site,,,local-authority:DNC,47,1802714,,,,
brownfield-site,,,local-authority:DNC,48,1802715,,,,
brownfield-site,,,local-authority:DNC,49,1802716,,,,
brownfield-site,,,local-authority:DNC,50,1802717,,,,
brownfield-site,,,local-authority:DNC,51,1802718,,,,
brownfield-site,,,local-authority:DNC,52,1802719,,,,
brownfield-site,,,local-authority:DNC,53,1802720,,,,
brownfield-site,,,local-authority:DNC,54,1802721,,,,
brownfield-site,,,local-authority:DNC,55,1802722,,,,
brownfield-site,,,local-authority:DNC,56,1802723,,,,
brownfield-site,,,local-authority:DNC,57,1802724,,,,
brownfield-site,,,local-authority:DNC,58,1802725,,,,
brownfield-site,,,local-authority:DNC,59,1802726,,,,
brownfield-site,,,local-authority:DNC,60,1802727,,,,
brownfield-site,,,local-authority:DNC,61,1802728,,,,
brownfield-site,,,local-authority:DNC,62,1802729,,,,
